Analysis_Date,Stock_Symbol,Price_At_Signal,Model_Signal,Trigger_Reason
2026-07-01,PETLNG,279.95,🟡 HOLD,Sideways consolidation pattern.
2026-07-01,RELIND,1301.3,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-01,GUJPPL,152.66,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-01,IDECEL,14.45,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-04,ASHLEY,164.35,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,FEDBAN,327.4,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-04,HDFBAN,801.05,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,BHAELE,418.05,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,TATGLO,1116.7,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,JIOFIN,239.35,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,WIPRO,176.08,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,ENGIND,237.49,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,LIC,430.25,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,DRREDD,1374.1,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-04,SEQSCI,1126.8,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-04,JSWENE,550.2,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-04,NHPC,80.53,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-04,NTPC,356.45,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,NTPGRE,95.44,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,SJVLIM,72.55,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,TATPOW,375.2,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,GAIL,174.15,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-04,GUJGA,298.1,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,HINPET,399.25,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,ONGC,237.84,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,PETLNG,275.95,🟡 HOLD,Sideways consolidation pattern.
2026-07-04,RELIND,1304.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,GUJPPL,154.69,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-04,IDECEL,14.25,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-08,ASHLEY,164.16,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,FEDBAN,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,HDFBAN,829.3,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,BHAELE,419.15,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,TATGLO,1125.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,JIOFIN,243.07,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,WIPRO,173.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,ENGIND,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,LIC,435.4,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,DRREDD,1354.6,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-08,SEQSCI,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,JSWENE,544.2,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-08,NHPC,78.89,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-08,NTPC,354.2,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,NTPGRE,92.67,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,SJVLIM,71.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,TATPOW,377.2,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,GAIL,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-08,GUJGA,295.85,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,HINPET,405.95,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,ONGC,244.18,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,PETLNG,,🟡 HOLD,Sideways consolidation pattern.
2026-07-08,RELIND,1308.4,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,GUJPPL,154.16,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-08,IDECEL,13.85,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-11,ASHLEY,157.49,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,FEDBAN,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,HDFBAN,824.95,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,BHAELE,414.85,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,TATGLO,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-11,JIOFIN,241.96,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,WIPRO,175.46,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,ENGIND,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,LIC,443.05,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,DRREDD,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,SEQSCI,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,JSWENE,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-11,NHPC,79.82,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-11,NTPC,344.55,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,NTPGRE,94.1,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,SJVLIM,70.88,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,TATPOW,381.3,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,GAIL,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-11,GUJGA,289.7,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,HINPET,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,ONGC,244.96,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,PETLNG,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,RELIND,1307.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-11,GUJPPL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-11,IDECEL,14.19,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-15,ASHLEY,155.19,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,FEDBAN,,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,HDFBAN,809.4,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,BHAELE,410.1,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,TATGLO,1097.6,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,JIOFIN,235.97,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,WIPRO,177.14,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,ENGIND,228.68,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,LIC,,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,DRREDD,1246.2,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,SEQSCI,,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,JSWENE,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-15,NHPC,78.77,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-15,NTPC,348.15,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,NTPGRE,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-15,SJVLIM,70.38,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,TATPOW,377.7,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,GAIL,171.51,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-15,GUJGA,286.95,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,HINPET,386.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,ONGC,248.9,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,PETLNG,276.05,🟡 HOLD,Sideways consolidation pattern.
2026-07-15,RELIND,1293.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,GUJPPL,151.18,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-15,IDECEL,13.83,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,ASHLEY,155.23,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,FEDBAN,349.0,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-18,HDFBAN,819.6,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,NIPNIT,32.27,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,BHAELE,409.45,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,TATGLO,1088.6,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,JIOFIN,242.98,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,WIPRO,176.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,ENGIND,227.66,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,LIC,433.1,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,DRREDD,1211.2,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,SEQSCI,,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,JSWENE,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-18,NHPC,79.2,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-18,NTPC,341.85,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,NTPGRE,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-18,SJVLIM,69.13,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,TATPOW,377.25,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,GAIL,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-18,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,HINPET,400.4,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,ONGC,247.29,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,PETLNG,273.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,RELIND,1327.2,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-18,GUJPPL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-18,IDECEL,13.74,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,ASHLEY,153.94,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,FEDBAN,356.05,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-22,HDFBAN,761.45,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,BHAELE,410.05,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,TATGLO,1081.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,JIOFIN,240.03,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,WIPRO,174.97,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,ENGIND,228.12,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,LIC,429.7,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,DRREDD,1206.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,SEQSCI,,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,JSWENE,566.2,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-22,NHPC,80.31,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-22,NTPC,348.55,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,NTPGRE,92.54,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,SJVLIM,68.65,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,TATPOW,381.45,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,GAIL,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-22,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,HINPET,406.95,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,ONGC,249.89,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,PETLNG,276.65,🟡 HOLD,Sideways consolidation pattern.
2026-07-22,RELIND,1303.7,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,GUJPPL,150.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-22,IDECEL,13.49,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,ASHLEY,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,FEDBAN,354.3,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-25,HDFBAN,742.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,BHAELE,405.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,TATGLO,1088.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,JIOFIN,234.71,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,WIPRO,177.12,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,ENGIND,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,LIC,421.3,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-25,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,DRREDD,1151.7,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,SEQSCI,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,JSWENE,551.65,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,NHPC,79.39,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-25,NTPC,347.2,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,NTPGRE,96.32,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,SJVLIM,67.58,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,TATPOW,374.4,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,GAIL,170.02,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-25,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,HINPET,381.1,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,ONGC,248.76,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,PETLNG,,🟡 HOLD,Sideways consolidation pattern.
2026-07-25,RELIND,1278.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,GUJPPL,149.23,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-25,IDECEL,13.13,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,ASHLEY,157.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,FEDBAN,357.25,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-29,HDFBAN,735.4,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,BHAELE,389.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,TATGLO,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,JIOFIN,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,WIPRO,181.12,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,ENGIND,222.59,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,LIC,427.15,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-07-29,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,DRREDD,1135.6,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,SEQSCI,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,JSWENE,544.25,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,NHPC,78.28,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,NTPC,343.75,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,NTPGRE,92.27,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,SJVLIM,,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-29,TATPOW,371.35,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,GAIL,175.15,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-07-29,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,HINPET,400.05,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,ONGC,238.91,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-07-29,PETLNG,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,RELIND,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,GUJPPL,,🟡 HOLD,Sideways consolidation pattern.
2026-07-29,IDECEL,12.95,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,ASHLEY,166.18,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,FEDBAN,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,HDFBAN,748.15,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,BHAELE,387.85,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,TATGLO,1083.1,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,JIOFIN,256.46,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,WIPRO,183.65,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,ENGIND,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,LIC,424.7,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-01,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,DRREDD,1148.1,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,SEQSCI,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,JSWENE,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,NHPC,78.73,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-08-01,NTPC,347.25,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,NTPGRE,90.03,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,SJVLIM,68.62,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,TATPOW,380.7,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,GAIL,181.44,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-08-01,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,HINPET,389.75,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,ONGC,242.53,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,PETLNG,280.75,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-01,RELIND,1307.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-01,GUJPPL,,🟡 HOLD,Sideways consolidation pattern.
2026-08-01,IDECEL,13.01,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,ASHLEY,172.08,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,FEDBAN,362.45,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-05,HDFBAN,742.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,LGELEC,1523.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,HDF250,,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,ICIGOL,,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,ICINIF,266.01,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,ICIPSE,,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,NIPNIT,,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,BHAELE,391.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,TATGLO,1092.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,JIOFIN,265.0,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,WIPRO,186.3,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,ENGIND,224.89,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,LIC,391.3,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,MIR150,,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,DRREDD,1172.6,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,SEQSCI,994.6,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,JSWENE,568.0,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-05,NHPC,80.5,🟡 HOLD / RISK,Weak operational efficiency ROE < 10%.
2026-08-05,NTPC,343.65,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,NTPGRE,90.72,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,SJVLIM,69.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,TATPOW,380.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,GAIL,175.0,🟢 ACCUMULATE,Healthy structural accumulation channel.
2026-08-05,GUJGA,401.15,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,HINPET,391.5,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,ONGC,242.0,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,PETLNG,,🟡 HOLD,Sideways consolidation pattern.
2026-08-05,RELIND,1290.9,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,GUJPPL,151.8,🔴 STRG SELL,Below 200 DMA structural breakdown.
2026-08-05,IDECEL,12.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,ASHLEY,177.5,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,TATCAP,305.9,🟡 HOLD,Sideways consolidation pattern.
2026-08-08,FEDBAN,356.25,🟢 ACCUMULATE,Healthy structural accumulation channel.
